Vehicle_Type,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Vehicle_Speed,Fraud_indicator,Hour,DayOfWeek,State_code
Sedan,A-101,Regular,Medium,110,110,75,0,3,5,KA
SUV,B-102,Express,Large,140,140,82,0,6,6,KA
Bus ,C-103,Regular,Large,300,300,58,0,8,0,KA
Car,A-101,Express,Small,70,70,70,0,11,1,KA
Motorcycle,D-106,Regular,Small,0,0,78,0,13,2,KA
Truck,C-103,Express,Large,300,60,65,1,15,3,KA
Van,B-102,Regular,Medium,120,120,70,0,17,4,KA
Sedan,A-101,Express,Medium,110,110,62,0,20,5,KA
SUV,B-102,Regular,Large,140,140,80,0,22,0,KA
Bus ,C-103,Express,Large,300,300,55,0,0,2,KA
Car,A-101,Regular,Small,70,70,68,0,3,3,KA
Motorcycle,D-106,Regular,Small,0,0,72,0,5,4,KA
Truck,C-103,Regular,Large,300,300,75,0,7,5,KA
Van,B-102,Express,Medium,120,120,82,0,10,6,KA
Sedan,A-101,Regular,Medium,110,110,88,0,12,0,KA
SUV,B-102,Express,Large,140,120,68,1,14,1,KA
Bus ,C-103,Regular,Large,300,120,77,1,17,2,KA
Car,A-101,Express,Small,70,70,62,0,19,3,KA
Motorcycle,D-106,Regular,Small,0,0,65,0,0,6,KA
Truck,C-103,Express,Large,300,300,74,0,2,0,KA
Van,B-102,Regular,Medium,120,120,79,0,4,1,KA
Sedan,A-101,Express,Medium,110,110,55,0,7,2,KA
SUV,B-102,Regular,Large,140,140,72,0,9,3,KA
Bus ,C-103,Express,Large,300,300,68,0,11,4,KA
Car,A-101,Regular,Small,70,70,75,0,14,5,KA
Motorcycle,D-106,Regular,Small,0,0,60,0,16,6,KA
Truck,C-103,Regular,Large,300,100,68,1,18,0,KA
Van,B-102,Express,Medium,120,120,72,0,21,1,KA
Sedan,A-101,Regular,Medium,110,110,78,0,23,2,KA
SUV,B-102,Express,Large,140,100,63,1,1,4,KA
Bus ,C-103,Regular,Large,300,100,70,1,4,5,KA
Car,A-101,Express,Small,70,70,65,0,6,6,KA
Motorcycle,D-106,Regular,Small,0,0,80,0,8,0,KA
Truck,C-103,Express,Large,300,300,72,0,15,3,KA
Van,B-102,Regular,Medium,120,120,68,0,18,4,KA
Sedan,A-101,Express,Medium,110,90,75,1,20,5,KA
SUV,B-102,Regular,Large,140,140,58,0,22,6,KA
Bus ,C-103,Express,Large,300,300,65,0,1,1,KA
Car,A-101,Regular,Small,70,60,70,1,3,2,KA
Motorcycle,D-106,Regular,Small,0,0,75,0,5,3,KA
Truck,C-103,Regular,Large,300,70,82,1,8,4,KA
Van,B-102,Express,Medium,120,120,63,0,10,5,KA
Sedan,A-101,Regular,Medium,110,110,67,0,12,6,KA
SUV,B-102,Express,Large,140,140,74,0,15,0,KA
Bus ,C-103,Regular,Large,300,300,79,0,17,1,KA
Car,A-101,Express,Small,70,70,55,0,19,2,KA
Motorcycle,D-106,Regular,Small,0,0,68,0,22,3,KA
Truck,C-103,Express,Large,300,300,72,0,0,5,KA
Van,B-102,Regular,Medium,120,120,60,0,2,6,KA
Sedan,A-101,Express,Medium,110,110,75,0,5,0,KA
SUV,B-102,Regular,Large,140,140,78,0,7,1,KA
Bus ,C-103,Express,Large,300,300,68,0,9,2,KA
Car,A-101,Regular,Small,70,70,65,0,12,3,KA
Motorcycle,D-106,Regular,Small,0,0,70,0,14,4,KA
Truck,C-103,Regular,Large,300,100,82,1,16,5,KA
Van,B-102,Express,Medium,120,120,77,0,19,6,KA
Sedan,A-101,Regular,Medium,110,110,55,0,21,0,KA
SUV,B-102,Express,Large,140,140,67,0,23,1,KA
Bus ,C-103,Regular,Large,300,300,73,0,2,3,KA
Car,A-101,Express,Small,70,70,68,0,4,4,KA
Motorcycle,D-106,Regular,Small,0,0,75,0,6,5,KA
Truck,C-103,Express,Large,300,300,80,0,9,6,KA
Van,B-102,Regular,Medium,120,120,63,0,11,0,KA
Sedan,A-101,Express,Medium,110,110,72,0,13,1,KA
SUV,B-102,Regular,Large,140,140,58,0,16,2,KA
Bus ,C-103,Express,Large,300,60,68,1,18,3,KA
Car,A-101,Regular,Small,70,50,70,1,20,4,KA
Motorcycle,D-106,Regular,Small,0,0,75,0,23,5,KA
Truck,C-103,Regular,Large,300,300,65,0,1,0,KA
Van,B-102,Express,Medium,120,70,62,1,3,1,KA
Sedan,A-101,Regular,Medium,110,90,77,1,6,2,KA
SUV,B-102,Express,Large,140,110,80,1,8,3,KA
Bus ,C-103,Regular,Large,300,300,68,0,10,4,KA
Car,A-101,Express,Small,70,70,72,0,13,5,KA
Motorcycle,D-106,Regular,Small,0,0,75,0,15,6,KA
Truck,C-103,Express,Large,300,300,58,0,17,0,KA
Van,B-102,Regular,Medium,120,120,63,0,22,2,KA
Sedan,A-101,Express,Medium,110,110,70,0,0,4,KA
SUV,B-102,Regular,Large,140,140,74,0,3,5,KA
Bus ,C-103,Express,Large,300,300,79,0,5,6,KA
Car,A-101,Regular,Small,70,70,65,0,7,0,KA
Motorcycle,D-106,Regular,Small,0,0,68,0,10,1,KA
Truck,C-103,Regular,Large,300,110,82,1,12,2,KA
Van,B-102,Express,Medium,120,120,60,0,14,3,KA
Sedan,A-101,Regular,Medium,110,70,72,1,17,4,KA
SUV,B-102,Express,Large,140,140,75,0,19,5,KA
Bus ,C-103,Regular,Large,300,300,68,0,21,6,KA
Car,A-101,Express,Small,70,70,70,0,0,1,KA
Motorcycle,D-106,Regular,Small,0,0,55,0,2,2,KA
Truck,C-103,Express,Large,300,300,57,0,4,3,KA
Van,B-102,Regular,Medium,120,60,111,1,7,4,KA
Sedan,A-101,Express,Medium,110,110,64,0,9,5,KA
SUV,B-102,Regular,Large,140,140,118,0,11,6,KA
Bus ,C-103,Express,Large,300,300,39,0,14,0,KA
Car,A-101,Regular,Small,70,70,88,0,16,1,KA
Motorcycle,D-106,Regular,Small,0,0,55,0,18,2,KA
Truck,C-103,Regular,Large,300,300,102,0,21,3,KA
Van,B-102,Express,Medium,120,120,43,0,23,5,KA
Sedan,A-101,Regular,Medium,110,110,75,0,1,0,KA
SUV,B-102,Express,Large,140,140,40,0,4,1,KA
Bus ,C-103,Regular,Large,300,60,62,1,6,2,KA
Car,A-101,Express,Small,70,70,38,0,8,3,KA
Motorcycle,D-106,Regular,Small,0,0,65,0,11,4,KA
Truck,C-103,Express,Large,300,300,42,0,13,5,KA
Van,B-102,Regular,Medium,120,120,55,0,15,6,KA
Sedan,A-101,Express,Medium,110,110,48,0,18,0,KA
SUV,B-102,Regular,Large,140,140,50,0,20,1,KA
Bus ,C-103,Express,Large,300,300,58,0,22,2,KA
Car,A-101,Regular,Small,70,90,46,1,1,4,KA
Motorcycle,D-106,Regular,Small,0,0,53,0,3,5,KA
Truck,C-103,Regular,Large,300,300,47,0,5,6,KA
Van,B-102,Express,Medium,120,110,51,1,8,0,KA
Sedan,A-101,Regular,Medium,110,110,44,0,10,1,KA
SUV,B-102,Express,Large,140,140,59,0,12,2,KA
Bus ,C-103,Regular,Large,300,300,54,0,15,3,KA
Car,A-101,Express,Small,70,70,43,0,17,4,KA
Motorcycle,D-106,Regular,Small,0,0,56,0,19,5,KA
Truck,C-103,Express,Large,300,300,52,0,22,6,KA
Van,B-102,Regular,Medium,120,120,45,0,0,1,KA
Sedan,A-101,Express,Medium,110,110,57,0,2,2,KA
SUV,B-102,Regular,Large,140,140,49,0,5,3,KA
Bus ,C-103,Express,Large,300,300,60,0,7,4,KA
Car,A-101,Regular,Small,70,70,41,0,9,5,KA
Motorcycle,D-106,Regular,Small,0,0,63,0,12,6,KA
Truck,C-103,Regular,Large,300,300,39,0,14,0,KA
Van,B-102,Express,Medium,120,120,66,0,16,1,KA
Sedan,A-101,Regular,Medium,110,90,43,1,21,3,KA
SUV,B-102,Express,Large,140,140,61,0,23,5,KA
Bus ,C-103,Regular,Large,300,300,37,0,2,0,KA
Car,A-101,Express,Small,70,70,54,0,4,1,KA
Motorcycle,D-106,Regular,Small,0,0,46,0,6,2,KA
Truck,C-103,Express,Large,300,120,55,1,9,3,KA
Van,B-102,Regular,Medium,120,120,49,0,11,4,KA
Sedan,A-101,Express,Medium,110,70,60,1,13,5,KA
SUV,B-102,Regular,Large,140,140,42,0,16,6,KA
Bus ,C-103,Express,Large,300,300,57,0,18,0,KA
Car,A-101,Regular,Small,70,70,48,0,20,1,KA
Motorcycle,D-106,Regular,Small,0,0,52,0,23,2,KA
Truck,C-103,Regular,Large,300,300,45,0,1,4,KA
Van,B-102,Express,Medium,120,110,59,1,3,5,KA
Sedan,A-101,Regular,Medium,110,60,53,1,6,6,KA
SUV,B-102,Express,Large,140,110,47,1,10,1,KA
Bus ,C-103,Regular,Large,300,300,51,0,12,2,KA
Car,A-101,Express,Small,70,70,44,0,15,3,KA
Motorcycle,D-106,Regular,Small,0,0,58,0,17,4,KA
Truck,C-103,Express,Large,300,300,54,0,19,5,KA
Van,B-102,Regular,Medium,120,120,43,0,22,0,KA
Sedan,A-101,Express,Medium,110,110,56,0,0,2,KA
SUV,B-102,Regular,Large,140,70,50,1,2,3,KA
Bus ,C-103,Express,Large,300,90,45,1,5,4,KA
Car,A-101,Regular,Small,70,70,55,0,7,5,KA
Motorcycle,D-106,Regular,Small,0,0,48,0,9,6,KA
Truck,C-103,Regular,Large,300,300,60,0,12,0,KA
Van,B-102,Express,Medium,120,120,42,0,14,1,KA
Sedan,A-101,Regular,Medium,110,110,57,0,16,2,KA
SUV,B-102,Express,Large,140,140,49,0,19,3,KA
Bus ,C-103,Regular,Large,300,300,52,0,21,4,KA
Car,A-101,Express,Small,70,70,46,0,23,5,KA
Motorcycle,D-106,Regular,Small,0,0,58,0,2,0,KA
Truck,C-103,Express,Large,300,140,53,1,4,1,KA
Van,B-102,Regular,Medium,120,100,47,1,6,2,KA
Sedan,A-101,Express,Medium,110,110,51,0,9,3,KA
SUV,B-102,Regular,Large,140,140,44,0,11,4,KA
Bus ,C-103,Express,Large,300,300,59,0,13,5,KA
Car,A-101,Regular,Small,70,100,54,1,16,6,KA
Motorcycle,D-106,Regular,Small,0,0,43,0,18,0,KA
Truck,C-103,Regular,Large,300,300,56,0,20,1,KA
Van,B-102,Express,Medium,120,70,50,1,23,3,KA
Sedan,A-101,Regular,Medium,110,110,45,0,1,5,KA
SUV,B-102,Express,Large,140,140,55,0,3,6,KA
Bus ,C-103,Regular,Large,300,300,48,0,6,0,KA
Car,A-101,Express,Small,70,70,60,0,8,1,KA
Motorcycle,D-106,Regular,Small,0,0,42,0,10,2,KA
Truck,C-103,Express,Large,300,100,57,1,13,3,KA
Van,B-102,Regular,Medium,120,120,49,0,15,4,KA
Sedan,A-101,Express,Medium,110,110,52,0,17,5,KA
SUV,B-102,Regular,Large,140,140,46,0,20,6,KA
Bus ,C-103,Express,Large,300,100,58,1,22,0,KA
Car,A-101,Regular,Small,70,70,53,0,0,2,KA
Motorcycle,D-106,Regular,Small,0,0,47,0,3,3,KA
Truck,C-103,Regular,Large,300,300,51,0,5,4,KA
Van,B-102,Express,Medium,120,120,44,0,7,5,KA
Sedan,A-101,Regular,Medium,110,100,59,1,10,6,KA
SUV,B-102,Express,Large,140,140,54,0,12,0,KA
Bus ,C-103,Regular,Large,300,70,43,1,14,1,KA
Car,A-101,Express,Small,70,70,56,0,17,2,KA
Motorcycle,D-106,Regular,Small,0,0,50,0,19,3,KA
Truck,C-103,Express,Large,300,300,45,0,21,4,KA
Van,B-102,Regular,Medium,120,120,55,0,0,6,KA
Sedan,A-101,Express,Medium,110,110,48,0,2,0,KA
SUV,B-102,Regular,Large,140,140,60,0,4,1,KA
Bus ,C-103,Express,Large,300,300,42,0,7,2,KA
Car,A-101,Regular,Small,70,70,57,0,9,3,KA
Motorcycle,D-106,Regular,Small,0,0,49,0,11,4,KA
Truck,C-103,Regular,Large,300,300,52,0,14,5,KA
Van,B-102,Express,Medium,120,110,46,1,16,6,KA
Sedan,A-101,Regular,Medium,110,110,58,0,18,0,KA
SUV,B-102,Express,Large,140,60,53,1,21,2,KA
Bus ,C-103,Regular,Large,300,300,47,0,23,4,KA
Car,A-101,Express,Small,70,0,45,1,1,6,KA
Motorcycle,D-106,Regular,Small,0,0,50,0,4,0,KA
Truck,C-103,Express,Large,300,300,55,0,6,1,KA
Van,B-102,Regular,Medium,120,60,48,1,8,2,KA
Sedan,A-101,Express,Medium,110,110,60,0,11,3,KA
SUV,B-102,Regular,Large,140,120,42,1,13,4,KA
Bus ,C-103,Express,Large,300,300,57,0,15,5,KA
Car,A-101,Regular,Small,70,70,49,0,18,6,KA
Motorcycle,D-106,Regular,Small,0,0,52,0,0,6,KA
Truck,C-103,Regular,Large,300,300,46,0,1,0,KA
Van,B-102,Express,Medium,120,120,58,0,3,1,KA
Sedan,A-101,Regular,Medium,110,110,53,0,6,2,KA
SUV,B-102,Express,Large,140,140,47,0,8,3,KA
Bus ,C-103,Regular,Large,300,300,51,0,10,4,KA
Car,A-101,Express,Small,70,70,44,0,13,5,KA
Motorcycle,D-106,Regular,Small,0,0,59,0,15,6,KA
Truck,C-103,Express,Large,300,300,54,0,17,0,KA
Van,B-102,Regular,Medium,120,120,43,0,20,1,KA
Sedan,A-101,Express,Medium,110,90,56,1,22,2,KA
SUV,B-102,Regular,Large,140,140,50,0,0,4,KA
Bus ,C-103,Express,Large,300,300,45,0,3,5,KA
Car,A-101,Regular,Small,70,60,55,1,5,6,KA
Motorcycle,D-106,Regular,Small,0,0,48,0,7,0,KA
Truck,C-103,Regular,Large,300,300,60,0,10,1,KA
Van,B-102,Express,Medium,120,70,42,1,12,2,KA
Sedan,A-101,Regular,Medium,110,110,57,0,14,3,KA
SUV,B-102,Express,Large,140,140,49,0,17,4,KA
Bus ,C-103,Regular,Large,300,300,52,0,19,5,KA
Car,A-101,Express,Small,70,70,46,0,21,6,KA
Motorcycle,D-106,Regular,Small,0,0,58,0,0,1,KA
Truck,C-103,Express,Large,300,120,53,1,2,2,KA
Van,B-102,Regular,Medium,120,120,47,0,4,3,KA
Sedan,A-101,Express,Medium,110,110,51,0,7,4,KA
SUV,B-102,Regular,Large,140,100,44,1,9,5,KA
Bus ,C-103,Express,Large,300,300,59,0,11,6,KA
Car,A-101,Regular,Small,70,70,54,0,14,0,KA
Motorcycle,D-106,Regular,Small,0,0,43,0,16,1,KA
Truck,C-103,Regular,Large,300,300,56,0,18,2,KA
Van,B-102,Express,Medium,120,120,50,0,21,3,KA
Sedan,A-101,Regular,Medium,110,110,45,0,23,4,KA
SUV,B-102,Express,Large,140,140,55,0,1,6,KA
Bus ,C-103,Regular,Large,300,300,48,0,4,0,KA
Car,A-101,Express,Small,70,70,60,0,6,1,KA
Motorcycle,D-106,Regular,Small,0,0,42,0,8,2,KA
Truck,C-103,Express,Large,300,300,57,0,11,3,KA
Van,B-102,Regular,Medium,120,100,49,1,13,4,KA
Sedan,A-101,Express,Medium,110,110,52,0,15,5,KA
SUV,B-102,Regular,Large,140,140,46,0,18,6,KA
Bus ,C-103,Express,Large,300,300,58,0,20,0,KA
Car,A-101,Regular,Small,70,70,53,0,22,2,KA
Motorcycle,D-106,Regular,Small,0,0,47,0,1,4,KA
Truck,C-103,Regular,Large,300,300,51,0,3,5,KA
Van,B-102,Express,Medium,120,120,44,0,5,6,KA
Sedan,A-101,Regular,Medium,110,110,59,0,8,0,KA
SUV,B-102,Express,Large,140,140,54,0,10,1,KA
Bus ,C-103,Regular,Large,300,300,43,0,12,2,KA
Car,A-101,Express,Small,70,70,56,0,15,3,KA
Motorcycle,D-106,Regular,Small,0,0,50,0,17,4,KA
Truck,C-103,Express,Large,300,300,45,0,19,5,KA
Van,B-102,Regular,Medium,120,120,55,0,22,6,KA
Sedan,A-101,Express,Medium,110,70,48,1,0,1,KA
SUV,B-102,Regular,Large,140,140,60,0,18,1,KA
Bus ,C-103,Express,Large,300,300,42,0,3,2,KA
Car,A-101,Regular,Small,70,70,57,0,9,3,KA
Motorcycle,D-106,Regular,Small,0,0,49,0,14,4,KA
Truck,C-103,Regular,Large,300,300,52,0,21,5,KA
Van,B-102,Express,Medium,120,120,46,0,6,6,KA
Sedan,A-101,Regular,Medium,110,110,58,0,11,0,KA
SUV,B-102,Express,Large,140,140,53,0,17,1,KA
Bus ,C-103,Regular,Large,300,300,47,0,10,1,KA
Car,A-101,Express,Small,70,70,51,0,16,2,KA
Motorcycle,D-106,Regular,Small,0,0,44,0,22,3,KA
Truck,C-103,Express,Large,300,300,59,0,3,4,KA
Van,B-102,Regular,Medium,120,120,54,0,9,5,KA
Sedan,A-101,Express,Medium,110,110,43,0,15,6,KA
SUV,B-102,Regular,Large,140,140,56,0,22,0,KA
Bus ,C-103,Express,Large,300,300,50,0,4,1,KA
Car,A-101,Regular,Small,70,90,45,1,10,2,KA
Motorcycle,D-106,Regular,Small,0,0,55,0,15,3,KA
Truck,C-103,Regular,Large,300,120,48,1,21,4,KA
Van,B-102,Express,Medium,120,90,60,1,4,5,KA
Sedan,A-101,Regular,Medium,110,70,42,1,10,6,KA
SUV,B-102,Express,Large,140,140,57,0,16,0,KA
Bus ,C-103,Regular,Large,300,300,49,0,21,1,KA
Car,A-101,Express,Small,70,70,52,0,4,2,KA
Motorcycle,D-106,Regular,Small,0,0,46,0,10,3,KA
Truck,C-103,Express,Large,300,300,58,0,17,4,KA
Van,B-102,Regular,Medium,120,120,53,0,22,5,KA
Sedan,A-101,Express,Medium,110,110,47,0,5,6,KA
SUV,B-102,Regular,Large,140,140,51,0,11,0,KA
Bus ,C-103,Express,Large,300,300,44,0,17,1,KA
Car,A-101,Regular,Small,70,70,59,0,23,2,KA
Motorcycle,D-106,Regular,Small,0,0,54,0,5,3,KA
Truck,C-103,Regular,Large,300,300,43,0,10,4,KA
Van,B-102,Express,Medium,120,120,56,0,16,5,KA
Sedan,A-101,Regular,Medium,110,110,50,0,1,6,KA
SUV,B-102,Express,Large,140,140,45,0,7,0,KA
Bus ,C-103,Regular,Large,300,300,55,0,13,1,KA
Car,A-101,Express,Small,70,70,48,0,18,2,KA
Motorcycle,D-106,Regular,Small,0,0,60,0,1,3,KA
Truck,C-103,Express,Large,300,300,65,0,7,4,KA
Van,B-102,Regular,Medium,120,90,78,1,13,5,KA
Sedan,A-101,Express,Medium,110,110,53,0,20,6,KA
SUV,B-102,Regular,Large,140,110,92,1,1,0,KA
Bus ,C-103,Express,Large,300,300,60,0,7,1,KA
Car,A-101,Regular,Small,70,70,105,0,13,2,KA
Motorcycle,D-106,Regular,Small,0,0,70,0,19,3,KA
Truck,C-103,Regular,Large,300,300,88,0,2,4,KA
Van,B-102,Express,Medium,120,70,45,1,8,5,KA
Sedan,A-101,Regular,Medium,110,110,72,0,13,6,KA
SUV,B-102,Express,Large,140,140,58,0,20,0,KA
Bus ,C-103,Regular,Large,300,300,81,0,3,1,KA
Car,A-101,Express,Small,70,80,67,1,9,2,KA
Motorcycle,D-106,Regular,Small,0,0,98,0,16,3,KA
Truck,C-103,Express,Large,300,300,50,0,4,5,KA
Van,B-102,Regular,Medium,120,120,75,0,10,6,KA
Sedan,A-101,Express,Medium,110,110,62,0,16,0,KA
SUV,B-102,Regular,Large,140,140,84,0,23,1,KA
Bus ,C-103,Express,Large,300,300,55,0,4,2,KA
Car,A-101,Regular,Small,70,70,80,0,10,3,KA
Motorcycle,D-106,Regular,Small,0,0,68,0,16,4,KA
Truck,C-103,Regular,Large,300,120,90,1,23,5,KA
Van,B-102,Express,Medium,120,120,48,0,5,6,KA
Sedan,A-101,Regular,Medium,110,110,77,0,10,0,KA
SUV,B-102,Express,Large,140,140,63,0,16,1,KA
Bus ,C-103,Regular,Large,300,300,87,0,1,2,KA
Car,A-101,Express,Small,70,0,52,1,7,3,KA
Motorcycle,D-106,Regular,Small,0,0,95,0,12,4,KA
Truck,C-103,Express,Large,300,300,73,0,18,5,KA
Van,B-102,Regular,Medium,120,120,82,0,0,6,KA
Sedan,A-101,Express,Medium,110,110,57,0,7,0,KA
SUV,B-102,Regular,Large,140,140,96,0,13,1,KA
Bus ,C-103,Express,Large,300,300,66,0,19,2,KA
Car,A-101,Regular,Small,70,70,89,0,1,3,KA
Motorcycle,D-106,Regular,Small,0,0,51,0,7,4,KA
Truck,C-103,Regular,Large,300,300,76,0,13,5,KA
Van,B-102,Express,Medium,120,120,61,0,20,6,KA
Sedan,A-101,Regular,Medium,110,110,85,0,2,0,KA
SUV,B-102,Express,Large,140,140,74,0,7,1,KA
Bus ,C-103,Regular,Large,300,300,93,0,13,2,KA
Car,A-101,Express,Small,70,70,49,0,20,3,KA
Motorcycle,D-106,Regular,Small,0,0,83,0,3,4,KA
Truck,C-103,Express,Large,300,300,59,0,9,5,KA
Van,B-102,Regular,Medium,120,60,91,1,14,6,KA
Sedan,A-101,Express,Medium,110,110,71,0,21,0,KA
SUV,B-102,Regular,Large,140,110,86,1,4,1,KA
Bus ,C-103,Express,Large,300,300,56,0,10,2,KA
Car,A-101,Regular,Small,70,70,79,0,16,3,KA
Motorcycle,D-106,Regular,Small,0,0,64,0,21,4,KA
Truck,C-103,Regular,Large,300,110,97,1,4,5,KA
Van,B-102,Express,Medium,120,120,69,0,10,6,KA
Sedan,A-101,Regular,Medium,110,110,94,0,17,0,KA
SUV,B-102,Express,Large,140,140,54,0,23,1,KA
Bus ,C-103,Regular,Large,300,300,81,0,4,2,KA
Car,A-101,Express,Small,70,70,65,0,10,3,KA
Motorcycle,D-106,Regular,Small,0,0,92,0,16,4,KA
Truck,C-103,Express,Large,300,300,50,0,23,5,KA
Van,B-102,Regular,Medium,120,120,75,0,5,6,KA
Sedan,A-101,Express,Medium,110,110,58,0,10,0,KA
SUV,B-102,Regular,Large,140,140,89,0,16,1,KA
Bus ,C-103,Express,Large,300,300,44,0,22,2,KA
Car,A-101,Regular,Small,70,70,78,0,5,3,KA
Motorcycle,D-106,Regular,Small,0,0,67,0,11,4,KA
Truck,C-103,Regular,Large,300,300,95,0,16,5,KA
Van,B-102,Express,Medium,120,120,55,0,23,6,KA
Sedan,A-101,Regular,Medium,110,110,80,0,5,0,KA
SUV,B-102,Express,Large,140,140,62,0,11,1,KA
Bus ,C-103,Regular,Large,300,300,87,0,18,2,KA
Car,A-101,Express,Small,70,70,47,0,2,3,KA
Motorcycle,D-106,Regular,Small,0,0,73,0,7,4,KA
Truck,C-103,Express,Large,300,300,68,0,13,5,KA
Van,B-102,Regular,Medium,120,70,91,1,19,6,KA
Sedan,A-101,Express,Medium,110,110,53,0,2,0,KA
SUV,B-102,Regular,Large,140,140,82,0,8,1,KA
Bus ,C-103,Express,Large,300,300,56,0,13,2,KA
Car,A-101,Regular,Small,70,70,84,0,20,3,KA
Motorcycle,D-106,Regular,Small,0,0,69,0,2,4,KA
Truck,C-103,Regular,Large,300,300,94,0,14,6,KA
Van,B-102,Express,Medium,120,120,49,0,20,0,KA
Sedan,A-101,Regular,Medium,110,110,76,0,3,1,KA
SUV,B-102,Express,Large,140,120,63,1,9,2,KA
Bus ,C-103,Regular,Large,300,300,88,0,16,3,KA
Car,A-101,Express,Small,70,70,74,0,21,4,KA
Motorcycle,D-106,Regular,Small,0,0,96,0,4,5,KA
Truck,C-103,Express,Large,300,300,61,0,10,6,KA
Van,B-102,Regular,Medium,120,120,85,0,16,0,KA
Sedan,A-101,Express,Medium,115,115,52,0,23,1,KA
SUV,B-102,Regular,Large,145,145,79,0,5,2,KA
Bus ,C-103,Express,Large,330,330,66,0,10,3,KA
Car,A-101,Regular,Small,90,90,90,0,16,4,KA
Motorcycle,D-106,Regular,Small,0,0,48,0,22,5,KA
Truck,C-103,Regular,Large,330,115,77,1,4,6,KA
Van,B-102,Express,Medium,125,125,60,0,10,0,KA
Sedan,A-101,Regular,Medium,115,90,83,1,15,1,KA
SUV,B-102,Express,Large,145,145,71,0,22,2,KA
Bus ,C-103,Regular,Large,330,330,97,0,4,3,KA
Car,A-101,Express,Small,90,90,46,0,10,4,KA
Motorcycle,D-106,Regular,Small,0,0,81,0,16,5,KA
Truck,C-103,Express,Large,330,330,64,0,21,6,KA
Van,B-102,Regular,Medium,125,125,93,0,4,0,KA
Sedan,A-101,Express,Medium,115,115,57,0,10,1,KA
SUV,B-102,Regular,Large,145,125,86,1,16,2,KA
Bus ,C-103,Express,Large,330,330,55,0,23,3,KA
Car,A-101,Regular,Small,90,90,82,0,4,4,KA
Motorcycle,D-106,Regular,Small,0,0,63,0,10,5,KA
Truck,C-103,Regular,Large,330,330,90,0,16,6,GA
Van,B-102,Express,Medium,125,90,48,1,23,0,MH
Sedan,A-101,Regular,Medium,115,115,76,0,5,1,AP
SUV,B-102,Express,Large,145,145,58,0,10,2,GA
Bus ,C-103,Regular,Large,330,330,87,0,17,3,MH
Car,A-101,Express,Small,90,0,67,1,1,4,AP
Motorcycle,D-106,Regular,Small,0,0,94,0,7,5,GA
Truck,C-103,Express,Large,330,330,71,0,14,6,MH
Van,B-102,Regular,Medium,125,125,89,0,19,0,AP
Sedan,A-101,Express,Medium,115,60,52,1,2,1,GA
SUV,B-102,Regular,Large,145,145,79,0,8,2,MH
Bus ,C-103,Express,Large,330,330,66,0,14,3,AP
Car,A-101,Regular,Small,90,90,95,0,21,4,GA
Motorcycle,D-106,Regular,Small,0,0,44,0,2,5,MH
Truck,C-103,Regular,Large,330,330,78,0,8,6,AP
Van,B-102,Express,Medium,125,125,61,0,15,0,GA
Sedan,A-101,Regular,Medium,115,115,85,0,21,1,MH
SUV,B-102,Express,Large,145,145,49,0,4,2,AP
Bus ,C-103,Regular,Large,330,330,74,0,9,3,GA
Car,A-101,Express,Small,90,90,69,0,15,4,MH
Motorcycle,D-106,Regular,Small,0,0,92,0,22,5,AP
Truck,C-103,Express,Large,330,330,57,0,4,6,GA
Van,B-102,Regular,Medium,125,125,83,0,10,0,MH
Sedan,A-101,Express,Medium,115,115,68,0,15,1,AP
SUV,B-102,Regular,Large,145,125,96,1,22,2,GA
Bus ,C-103,Express,Large,330,90,46,1,5,3,MH
Car,A-101,Regular,Small,90,90,81,0,11,4,AP
Motorcycle,D-106,Regular,Small,0,0,60,0,17,5,GA
Truck,C-103,Regular,Large,330,330,88,0,0,6,MH
Van,B-102,Express,Medium,125,115,53,1,6,0,AP
Sedan,A-101,Regular,Medium,115,115,77,0,12,1,GA
SUV,B-102,Express,Large,145,145,64,0,1,3,MH
Bus ,C-103,Regular,Large,330,330,91,0,6,4,AP
Car,A-101,Express,Small,90,90,50,0,12,5,GA
Motorcycle,D-106,Regular,Small,0,0,75,0,18,6,MH
Truck,C-103,Express,Large,330,330,59,0,1,0,AP
Van,B-102,Regular,Medium,125,125,84,0,7,1,GA
Sedan,A-101,Express,Medium,115,115,66,0,12,2,MH
SUV,B-102,Regular,Large,145,145,93,0,19,3,AP
Bus ,C-103,Express,Large,330,330,45,0,1,4,GA
Car,A-101,Regular,Small,90,90,80,0,7,5,MH
Motorcycle,D-106,Regular,Small,0,0,62,0,13,6,AP
Truck,C-103,Regular,Large,330,330,86,0,19,0,GA
Van,B-102,Express,Medium,125,125,51,0,2,1,MH
Sedan,A-101,Regular,Medium,115,115,73,0,8,2,AP
SUV,B-102,Express,Large,145,115,56,1,15,3,GA
Bus ,C-103,Regular,Large,330,330,82,0,21,4,MH
Car,A-101,Express,Small,90,0,70,1,2,5,AP
Motorcycle,D-106,Regular,Small,0,0,97,0,8,6,GA
Truck,C-103,Express,Large,330,90,47,1,4,0,MH
Van,B-102,Regular,Medium,125,125,84,0,9,1,AP
Sedan,A-101,Express,Medium,115,115,65,0,16,2,GA
SUV,B-102,Regular,Large,145,145,92,0,22,3,MH
Bus ,C-103,Express,Large,330,330,53,0,5,4,AP
Car,A-101,Regular,Small,90,90,79,0,11,5,GA
